date,movies,songs
20060212,"[""Mere Jeevan Saathi, https://en.wikipedia.org/wiki/Mere_Jeevan_Saathi_(2006_film)"", ""Rang De Basanti, https://en.wikipedia.org/wiki/Rang_De_Basanti""]","[""Tumko Dulhan Banayenge, https://www.youtube.com/watch?v=Gn5Lw8I4XIc"", ""Tasveer, https://www.youtube.com/watch?v=iiQWVZ9uXEY"", ""Deewani Main Deewani, https://www.youtube.com/watch?v=i5QP8zEABOs"", ""Rang De Basanti, https://www.youtube.com/watch?v=c769V25pX08"", ""Luka Chuppi, https://www.youtube.com/watch?v=FFpgYjL2aJo"", ""Tu Bin Bataye, https://www.youtube.com/watch?v=UqblLzBwlns"", ""Khalbali, https://www.youtube.com/watch?v=hnswwRWLi3E""]"
20060213,"[""Mere Jeevan Saathi, https://en.wikipedia.org/wiki/Mere_Jeevan_Saathi_(2006_film)"", ""Rang De Basanti, https://en.wikipedia.org/wiki/Rang_De_Basanti""]","[""Tumko Dulhan Banayenge, https://www.youtube.com/watch?v=Gn5Lw8I4XIc"", ""Tasveer, https://www.youtube.com/watch?v=iiQWVZ9uXEY"", ""Deewani Main Deewani, https://www.youtube.com/watch?v=i5QP8zEABOs"", ""Rang De Basanti, https://www.youtube.com/watch?v=c769V25pX08"", ""Luka Chuppi, https://www.youtube.com/watch?v=FFpgYjL2aJo"", ""Tu Bin Bataye, https://www.youtube.com/watch?v=UqblLzBwlns"", ""Khalbali, https://www.youtube.com/watch?v=hnswwRWLi3E""]"
20060214,"[""Mere Jeevan Saathi, https://en.wikipedia.org/wiki/Mere_Jeevan_Saathi_(2006_film)"", ""Rang De Basanti, https://en.wikipedia.org/wiki/Rang_De_Basanti""]","[""Tumko Dulhan Banayenge, https://www.youtube.com/watch?v=Gn5Lw8I4XIc"", ""Tasveer, https://www.youtube.com/watch?v=iiQWVZ9uXEY"", ""Deewani Main Deewani, https://www.youtube.com/watch?v=i5QP8zEABOs"", ""Rang De Basanti, https://www.youtube.com/watch?v=c769V25pX08"", ""Luka Chuppi, https://www.youtube.com/watch?v=FFpgYjL2aJo"", ""Tu Bin Bataye, https://www.youtube.com/watch?v=UqblLzBwlns"", ""Khalbali, https://www.youtube.com/watch?v=hnswwRWLi3E""]"
20060215,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060216,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060217,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060218,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060219,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060220,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060221,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060222,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060223,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060224,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060225,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060226,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060227,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060228,"[""Fight Club: Members Only, https://en.wikipedia.org/wiki/Fight_Club:_Members_Only"", ""Taxi No. 9211, https://en.wikipedia.org/wiki/Taxi_No._9211""]","[""Chhore Ki Baatein, http://youtube.com/watch?v=MeY6R0tx0Lw"", ""Ye Khuda Na Janu Wo Khuda, https://www.youtube.com/watch?v=J8QIUb_eFgs"", ""Bolo Na Tum Zara, https://www.youtube.com/watch?v=a7W59UwbNlQ"", ""Ek Nazar Mein Bhi, https://www.youtube.com/watch?v=0kV8jZ3gOAs"", ""Bumbai Nagariya, https://www.youtube.com/watch?v=8XpX9rgH9Pg""]"
20060301,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060302,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060303,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060304,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060305,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060306,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060307,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060308,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060309,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060310,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060311,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060312,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060313,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060314,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060315,"[""Teesri Aankh- The Hidden Camera, https://en.wikipedia.org/wiki/Teesri_Aankh:_The_Hidden_Camera"", ""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Chug De Punjabi, https://www.youtube.com/watch?v=BzbrqigAXU0"", ""Assi Teri Gal Karni, https://www.youtube.com/watch?v=IMoRJQi1eKQ"", ""Titliyan Titliyan, https://www.youtube.com/watch?v=w54CKOK6DF0"", ""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060316,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060317,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060318,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060319,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060320,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060321,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060322,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs""]"
20060323,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly"", ""Souten: The Other Woman, https://en.wikipedia.org/wiki/Souten:_The_Other_Woman""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs"", ""Barsaat Hai Lagne Laga Hai Dar, https://www.youtube.com/watch?v=rhm5Ep1usFo"", ""Kuch Dard, https://www.youtube.com/watch?v=3AsbWBu4K5Q"", ""Mohabbat Ho Chuki Hai, https://www.youtube.com/watch?v=6sTkXLQSvcA""]"
20060324,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly"", ""Souten: The Other Woman, https://en.wikipedia.org/wiki/Souten:_The_Other_Woman""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs"", ""Barsaat Hai Lagne Laga Hai Dar, https://www.youtube.com/watch?v=rhm5Ep1usFo"", ""Kuch Dard, https://www.youtube.com/watch?v=3AsbWBu4K5Q"", ""Mohabbat Ho Chuki Hai, https://www.youtube.com/watch?v=6sTkXLQSvcA""]"
20060325,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly"", ""Souten: The Other Woman, https://en.wikipedia.org/wiki/Souten:_The_Other_Woman""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs"", ""Barsaat Hai Lagne Laga Hai Dar, https://www.youtube.com/watch?v=rhm5Ep1usFo"", ""Kuch Dard, https://www.youtube.com/watch?v=3AsbWBu4K5Q"", ""Mohabbat Ho Chuki Hai, https://www.youtube.com/watch?v=6sTkXLQSvcA""]"
20060326,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly"", ""Souten: The Other Woman, https://en.wikipedia.org/wiki/Souten:_The_Other_Woman""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs"", ""Barsaat Hai Lagne Laga Hai Dar, https://www.youtube.com/watch?v=rhm5Ep1usFo"", ""Kuch Dard, https://www.youtube.com/watch?v=3AsbWBu4K5Q"", ""Mohabbat Ho Chuki Hai, https://www.youtube.com/watch?v=6sTkXLQSvcA""]"
20060327,"[""Malamaal Weekly, https://en.wikipedia.org/wiki/Malamaal_Weekly"", ""Souten: The Other Woman, https://en.wikipedia.org/wiki/Souten:_The_Other_Woman""]","[""Hansani O Meri Hansani, https://www.youtube.com/watch?v=P--be4AvsyE"", ""Kismat Se Chalti Hai, https://www.youtube.com/watch?v=lx176zI25B8"", ""Yeh Ajooba, https://www.youtube.com/watch?v=8O5bQwqqjRs"", ""Barsaat Hai Lagne Laga Hai Dar, https://www.youtube.com/watch?v=rhm5Ep1usFo"", ""Kuch Dard, https://www.youtube.com/watch?v=3AsbWBu4K5Q"", ""Mohabbat Ho Chuki Hai, https://www.youtube.com/watch?v=6sTkXLQSvcA""]"
